"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","language","collected","DOI_flag","database","source-app","rec-number","foreign-keys","ref-type","contributors","titles","pages","number","dates","publisher","isbn","urls","notes","periodical","volume","electronic-resource-num","pdfs"
"337",3,"F. Antonio-Fragala, N. ObregÛn-Neira","Recharge estimation in aquifers of the Bogota Savannah [EstimaciÛn de la recarga media anual en los acuÌferos de la sabana de bogot·]",2011,"Ingenieria y Universidad",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82755192508&partnerID=40&md5=e931e45251718a09d2b0d685d22f50bf",NA,337,"8/10/2018","Article","",NA,NA,15,1,145,169,3,0.43,2,2,7,"spanish","in corpus","DOI absent","spanish.enl","EndNote","731","7310","2","Antonio-Fragala, F.ObregÛn-Neira, N.","Recharge estimation in aquifers of the Bogota Savannah [EstimaciÛn de la recarga media anual en los acuÌferos de la sabana de bogot·]","145-169","Query date: 2018-08-10",2011,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82755192508&partnerID=40&md5=e931e45251718a09d2b0d685d22f50bf","15Cited By (since 2011): 3",NA,NA,NA,"manual_download_spanish/83/83.pdf"
"301",0,"G.J. ApesteguÌa","The principle of state sovereignty in the Agreement on the Guarani Aquifer and legal problems specific to Argentina [El principio de la soberanÌa estatal en el Acuerdo sobre el AcuÌfero GuaranÌ. Problemas jurÌdicos particulares de la Argentina]",2012,"Boletin Geologico y Minero",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864676881&partnerID=40&md5=e39373a338fb7078b03cc55105ec85c7",NA,301,"8/10/2018","Article","",NA,NA,123,3,221,233,0,0,0,1,6,"spanish","in corpus","DOI absent","spanish.enl","EndNote","661","6610","2","ApesteguÌa, G. J.","The principle of state sovereignty in the Agreement on the Guarani Aquifer and legal problems specific to Argentina [El principio de la soberanÌa estatal en el Acuerdo sobre el AcuÌfero GuaranÌ. Problemas jurÌdicos particulares de la Argentina]","221-233","Query date: 2018-08-10",2012,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864676881&partnerID=40&md5=e39373a338fb7078b03cc55105ec85c7","123",NA,NA,NA,"manual_download_spanish/85/85.pdf"
"1310",1,"JAG Aragon, CD Delgado, PM Reyes, PA Perez, ST Vega, GZ Ortega","Metal concentration in sediment and its relationship with deposition patterns in the Jose Antonio Alzate reservoir, State of Mexico. Hydraulic engineering in Mexico",2003,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,283,"8/10/2018","Journal article","",NA,NA,18,4,59,71,1,0.07,0,6,15,"spanish","in corpus","DOI absent","spanish.enl","EndNote","625","6250","17","Aragon, J. A. G.Delgado, C. D.Reyes, P. M.Perez, P. A.Vega, S. T.Ortega, G. Z.","Metal concentration in sediment and its relationship with deposition patterns in the Jose Antonio Alzate reservoir, State of Mexico. Hydraulic engineering in MexicoINGENIERIA HIDRAULICA EN MEXICO","59-71","4",2003,"NA","NA","NA","Cited By (since 2003): 1","INGENIERIA HIDRAULICA EN MEXICO","18",NA,"manual_download_spanish/86/941-1166-1-PB.pdf"
"764",0,"J.A. GarcÌa AragÛn, C. DÌaz Delgado, P. Morales Reyes, P. ¡vila PÈrez, S. Tejeda Vega, G. Zaraz˙a Ortega","Metal concentration in sediment and its relationship with deposition patterns in the JosÈ Antonio Alzate reservoir, State of Mexico [ConcentraciÛn de metales en sedimento y su relaciÛn con los patrones de deposiciÛn en la presa JosÈ Antonio Alzate, Estado de MÈxico]",2003,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346118772&partnerID=40&md5=5e744b385dbb74d1cab8da8d523e1d3f",NA,764,"8/10/2018","Article","",NA,NA,18,4,59,71,0,0,0,6,15,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1158","11580","2","AragÛn, J. A. GarcÌaDelgado, C. DÌazReyes, P. MoralesPÈrez, P. ¡vilaVega, S. TejedaOrtega, G. Zaraz˙a","Metal concentration in sediment and its relationship with deposition patterns in the JosÈ Antonio Alzate reservoir, State of Mexico [ConcentraciÛn de metales en sedimento y su relaciÛn con los patrones de deposiciÛn en la presa JosÈ Antonio Alzate, Estado de MÈxico]","59-71","Query date: 2018-08-10",2003,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346118772&partnerID=40&md5=5e744b385dbb74d1cab8da8d523e1d3f","18",NA,NA,NA,"manual_download_spanish/87/941-1166-1-PB.pdf"
"967",3,"D.F. Campos Aranda","Deterministic mathematical model to forecast floods in rural basins [Modelo matematico deterministico para pronostico de crecientes en cuencas rurales]",1994,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028667070&partnerID=40&md5=9029d03acf094dc554342a8dc7e5e801",NA,967,"8/10/2018","Article","",NA,NA,9,1,43,62,3,0.13,3,1,24,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1361","13610","2","Aranda, D. F. Campos","Deterministic mathematical model to forecast floods in rural basins [Modelo matematico deterministico para pronostico de crecientes en cuencas rurales]","43-62","Query date: 2018-08-10",1994,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028667070&partnerID=40&md5=9029d03acf094dc554342a8dc7e5e801","9Cited By (since 1994): 3",NA,NA,NA,"manual_download_spanish/88/726-1023-1-PB.pdf"
"973",4,"D.F. Campos Aranda","Application of the flood index method to hydrological district number 10, Shaloa, Mexico [Aplicacion del Metodo del Indice de Crecientes en la Region Hidrologica Numero 10, Sinaloa]",1994,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028555993&partnerID=40&md5=88207e9e9850a211174b1f9ea9c4d8e8",NA,973,"8/10/2018","Article","",NA,NA,9,3,41,55,4,0.17,4,1,24,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1367","13670","2","Aranda, D. F. Campos","Application of the flood index method to hydrological district number 10, Shaloa, Mexico [Aplicacion del Metodo del Indice de Crecientes en la Region Hidrologica Numero 10, Sinaloa]","41-55","Query date: 2018-08-10",1994,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028555993&partnerID=40&md5=88207e9e9850a211174b1f9ea9c4d8e8","9Cited By (since 1994): 4",NA,NA,NA,"manual_download_spanish/89/726-1023-1-PB.pdf"
"852",11,"A.P. Arcas, O. Ramos A., D. Arrieche, J. Villalba, C. Lodeiros","ProducciÛn secundaria e Ìndice de condiciÛn en Arca zebra (Mollusca: Bivalvia) del Golfo de Cariaco, Venezuela",2001,"Revista de Biologia Tropical",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041695672&partnerID=40&md5=9f6b3abdfdb78ae7fee1fb6274c7415b",NA,852,"8/10/2018","Article","",NA,NA,49,2,599,608,11,0.65,2,5,17,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1246","12460","2","Arcas, A. P.A, O. RamosArrieche, D.Villalba, J.Lodeiros, C.","ProducciÛn secundaria e Ìndice de condiciÛn en Arca zebra (Mollusca: Bivalvia) del Golfo de Cariaco, Venezuela","599-608","Query date: 2018-08-10",2001,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041695672&partnerID=40&md5=9f6b3abdfdb78ae7fee1fb6274c7415b","49Cited By (since 2001): 11",NA,NA,NA,"manual_download_spanish/91/17724-36406-1-SM.pdf"
"246",2,"R. Arce-PÈrez, M.A. MorÛn","The genus Hydrophilus (Coleoptera: Hydrophilidae: Hydrophilina) in Mexico and Central America [El gÈnero Hydrophilus (Coleoptera: Hydrophilidae: Hydrophilina) en MÈxico y CentroamÈrica]",2013,"Revista Mexicana de Biodiversidad",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877724952&doi=10.7550%2frmb.32113&partnerID=40&md5=664723bc8b4ed7b4c059565d31129742",NA,246,"8/10/2018","Article","10.7550/rmb.32113",NA,NA,84,1,140,152,2,0.4,1,2,5,"spanish","in corpus","DOI present","spanish.enl","EndNote","550","550","2","Arce-PÈrez, R.MorÛn, M. A.","The genus Hydrophilus (Coleoptera: Hydrophilidae: Hydrophilina) in Mexico and Central America [El gÈnero Hydrophilus (Coleoptera: Hydrophilidae: Hydrophilina) en MÈxico y CentroamÈrica]","140-152","Query date: 2018-08-10",2013,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877724952&doi=10.7550%2frmb.32113&partnerID=40&md5=664723bc8b4ed7b4c059565d31129742https://ac.els-cdn.com/S1870345313728367/1-s2.0-S1870345313728367-main.pdf?_tid=b96ee54d-4c9e-40e6-870c-9a5ad0a2f5be&acdnat=1533947955_ddc321252dc8ed6da2285d5dbbe10f73internal-pdf://3767898671/Arce-PÈrez-2013-The genus Hydrophilus (Coleopt.pdf","84Cited By (since 2013): 2",NA,NA,"10.7550/rmb.32113","3767898671/Arce-PÈrez-2013-The genus Hydrophilus (Coleopt.pdf"
"554",0,"G. Arcos-Espinosa, R. Medina-SantamarÌa, F.J. MÈndez-Incera, S.B. JimÈnez-Hern·ndez","Study of the salt wedge of the P·nuco River, Mexico [Estudio de la cuÒa salina: RÌo P·nuco, MÈxico]",2008,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-50649113065&partnerID=40&md5=082960a21c0b4087f5596abad2cf3bd8",NA,554,"8/10/2018","Article","",NA,NA,23,3,77,88,0,0,0,4,10,"spanish","in corpus","DOI absent","spanish.enl","EndNote","948","9480","2","Arcos-Espinosa, G.Medina-SantamarÌa, R.MÈndez-Incera, F. J.JimÈnez-Hern·ndez, S. B.","Study of the salt wedge of the P·nuco River, Mexico [Estudio de la cuÒa salina: RÌo P·nuco, MÈxico]","77-88","Query date: 2018-08-10",2008,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50649113065&partnerID=40&md5=082960a21c0b4087f5596abad2cf3bd8","23",NA,NA,NA,"manual_download_spanish/93/document.pdf"
"1046",0,"Alba N. Ardila, Erasmo Arriola","Effects of burning tires on water quality in a section of the Piedras Blancas watershed",2017,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,19,"8/10/2018","Journal article","10.24850/j-tyca-2017-05-03",NA,NA,8,5,39,55,0,0,0,2,1,"spanish","in corpus","DOI present","spanish.enl","EndNote","56","560","17","Ardila, Alba N.Arriola, Erasmo","Effects of burning tires on water quality in a section of the Piedras Blancas watershedTECNOLOGIA Y CIENCIAS DEL AGUA","39-55","5",2017,"NA","NA","NA",NA,"TECNOLOGIA Y CIENCIAS DEL AGUA","8","10.24850/j-tyca-2017-05-03","manual_download_spanish/94/1367-2203-1-PB.pdf"
"32",0,"R.V. de LeÛn ArdÛn, G. de las Nieves S·nchez Guerrero","Characterization of public planning scenarios: The case of Mexican water sector [CaracterizaciÛn de los escenarios como herramienta para la planeaciÛn p˙blica del agua: El caso Mexicano]",2017,"Gestion y Politica Publica",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047606048&partnerID=40&md5=8d54739445dd907a2658106dad53006b",NA,32,"8/10/2018","Article","",NA,NA,26,1,53,103,0,0,0,2,1,"spanish","in corpus","DOI absent","spanish.enl","EndNote","88","880","2","ArdÛn, R. V. de LeÛnGuerrero, G. de las Nieves S·nchez","Characterization of public planning scenarios: The case of Mexican water sector [CaracterizaciÛn de los escenarios como herramienta para la planeaciÛn p˙blica del agua: El caso Mexicano]","53-103","Query date: 2018-08-10",2017,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047606048&partnerID=40&md5=8d54739445dd907a2658106dad53006b","26",NA,NA,NA,"manual_download_spanish/95/1405-1079-gpp-26-01-00053.pdf"
"1335",2,"VM Arellano, G Izquierdo, A Aragon, RM Barragan, A Garcia, A Pizano","Initial pressure distribution the geothermal field of Los Humeros, Puebla, Mexico",2001,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,308,"8/10/2018","Journal article","",NA,NA,16,3,75,84,2,0.12,0,6,17,"spanish","in corpus","DOI absent","spanish.enl","EndNote","674","6740","17","Arellano, V. M.Izquierdo, G.Aragon, A.Barragan, R. M.Garcia, A.Pizano, A.","Initial pressure distribution the geothermal field of Los Humeros, Puebla, MexicoINGENIERIA HIDRAULICA EN MEXICO","75-84","3",2001,"NA","NA","NA","Cited By (since 2001): 2","INGENIERIA HIDRAULICA EN MEXICO","16",NA,"manual_download_spanish/96/Arellanoetal-presioninicial.pdf"
"849",6,"V.M. Arellano, G. Izquierdo, A. AragÛn, R.M. Barrag·n, A. GarcÌa, A. Pizano","Initial pressure distribution in the geothermal field of Los Humerous, Puebla, Mexico [DistribuciÛn de presiÛn inicial en el campo geotÈrmico de Los Humeros, Puebla, MÈxico]",2001,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035390595&partnerID=40&md5=8f3d6e58d985701754d2a7240bd9e85e",NA,849,"8/10/2018","Article","",NA,NA,16,3,75,84,6,0.35,1,6,17,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1243","12430","2","Arellano, V. M.Izquierdo, G.AragÛn, A.Barrag·n, R. M.GarcÌa, A.Pizano, A.","Initial pressure distribution in the geothermal field of Los Humerous, Puebla, Mexico [DistribuciÛn de presiÛn inicial en el campo geotÈrmico de Los Humeros, Puebla, MÈxico]","75-84","Query date: 2018-08-10",2001,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035390595&partnerID=40&md5=8f3d6e58d985701754d2a7240bd9e85e","16Cited By (since 2001): 6",NA,NA,NA,"manual_download_spanish/97/97.pdf"
"201",2,"L.A.P. ArÈvalo, J. Joel Carrillo Rivera","Definition of groundwater recharge and discharge zones through surface indicators: Centre-South of the Mesa Central, Mexico [DefiniciÛn de zonas de recarga y descarga de agua subterr·nea a partir de indicadores superficiales: Centro-sur de la Mesa Central, MÈxico]",2013,"Investigaciones Geograficas",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884154878&partnerID=40&md5=47e502050049eaa25e093adec1402fbd",NA,201,"8/10/2018","Article","",NA,NA,81,NA,18,32,2,0.4,1,2,5,"spanish","in corpus","DOI absent","spanish.enl","EndNote","461","4610","2","ArÈvalo, L. A. P.Rivera, J. Joel Carrillo","Definition of groundwater recharge and discharge zones through surface indicators: Centre-South of the Mesa Central, Mexico [DefiniciÛn de zonas de recarga y descarga de agua subterr·nea a partir de indicadores superficiales: Centro-sur de la Mesa Central, MÈxico]","18-32","Query date: 2018-08-10",2013,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884154878&partnerID=40&md5=47e502050049eaa25e093adec1402fbd","81Cited By (since 2013): 2",NA,NA,NA,"manual_download_spanish/99/n81a3.pdf"
"1243",0,"Maritza Arganis, Ernest Blade, Josep Dolz, Marti Sanchez, Oscar A. Fuentes, Victor Franco, Faustino de Luna","Dam wall break simulation by means of a high resolution algorithm applied to the La Parota dam, Guerrero, Mexico",2009,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,216,"8/10/2018","Journal article","",NA,NA,24,3,101,106,0,0,0,7,9,"spanish","in corpus","DOI absent","spanish.enl","EndNote","490","4900","17","Arganis, MaritzaBlade, ErnestDolz, JosepSanchez, MartiFuentes, Oscar A.Franco, VictorLuna, Faustino de","Dam wall break simulation by means of a high resolution algorithm applied to the La Parota dam, Guerrero, MexicoINGENIERIA HIDRAULICA EN MEXICO","101-106","3",2009,"NA","NA","NA",NA,"INGENIERIA HIDRAULICA EN MEXICO","24",NA,"manual_download_spanish/100/100.pdf"
"474",10,"A. Arg¸elles, F. ¡lvarez, G. Alcaraz","Shell architecture and its relation to shell occupation by the hermit crab Clibanarius antillensis under different wave action conditions [Arquitectura y ocupaciÛn de conchas por el cangrejo ermitaÒo Clibanarius antillensis bajo diferentes condiciones de oleaje]",2009,"Scientia Marina",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349479555&doi=10.3989%2fscimar.2009.73n4717&partnerID=40&md5=6f6f45f2a0ff5100e91dd78f57cb9f13",NA,474,"8/10/2018","Article","10.3989/scimar.2009.73n4717",NA,NA,73,4,NA,NA,10,1.11,3,3,9,"spanish","in corpus","DOI present","spanish.enl","EndNote","868","868","2","Arg¸elles, A.¡lvarez, F.Alcaraz, G.","Shell architecture and its relation to shell occupation by the hermit crab Clibanarius antillensis under different wave action conditions [Arquitectura y ocupaciÛn de conchas por el cangrejo ermitaÒo Clibanarius antillensis bajo diferentes condiciones de oleaje]",NA,"Query date: 2018-08-10",2009,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349479555&doi=10.3989%2fscimar.2009.73n4717&partnerID=40&md5=6f6f45f2a0ff5100e91dd78f57cb9f13http://scientiamarina.revistas.csic.es/index.php/scientiamarina/article/download/1096/1139internal-pdf://3186555320/Arg¸elles-2009-Shell architecture and its rela.pdf","73Cited By (since 2009): 10",NA,NA,"10.3989/scimar.2009.73n4717","3186555320/Arg¸elles-2009-Shell architecture and its rela.pdf"
"830",0,"T. Arias, L. Herrera, E. Santander","Characterization of physical, chemical and biological parameters in Bajo Molle bay, Iquique [CaracterizaciÛn de los par·metros fÌsicos, quimicos y biolÛgicos en la bahÌa de Bajo Molle, Iquique]",2001,"Investigaciones Marinas",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52549085725&partnerID=40&md5=5c8f9bfacba77c1765b6dfa5a97d11f7",NA,830,"8/10/2018","Article","",NA,NA,29,2,51,60,0,0,0,3,17,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1224","12240","2","Arias, T.Herrera, L.Santander, E.","Characterization of physical, chemical and biological parameters in Bajo Molle bay, Iquique [CaracterizaciÛn de los par·metros fÌsicos, quimicos y biolÛgicos en la bahÌa de Bajo Molle, Iquique]","51-60","Query date: 2018-08-10",2001,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52549085725&partnerID=40&md5=5c8f9bfacba77c1765b6dfa5a97d11f7","29",NA,NA,NA,"manual_download_spanish/102/art06.pdf"
"1406",0,"Dulce Mar√≠a Arias-Liz√°rraga, Evaristo M√©ndez-G√≥mez","Removal of Solids from Wastewater from the Fishmeal Industry",2014,"Tecnolog√≠a y ciencias del agua",NA,NA,NA,58,"8/10/2018","Journal article","",NA,NA,5,3,115,123,0,0,0,2,4,"spanish","in corpus","DOI absent","spanish.enl","EndNote","151","1510","17","Arias-Liz√°rraga, Dulce Mar√≠aM√©ndez-G√≥mez, Evaristo","Removal of Solids from Wastewater from the Fishmeal IndustryTecnolog√≠a y ciencias del agua","115-123","3",2014,"NA","NA","NA",NA,"Tecnolog√≠a y ciencias del agua","5",NA,"manual_download_spanish/103/353532521008 (1).pdf"
"1370",0,"Felipe Ignacio Arregu√≠n-Cort√©s, Mario L√≥pez-P√©rez, Humberto Marengo-Mogoll√≥n","Flooding in a Context of Climate Uncertainly",2016,"Tecnolog√≠a y ciencias del agua",NA,NA,NA,16,"8/10/2018","Journal article","",NA,NA,7,5,5,13,0,0,0,3,2,"spanish","in corpus","DOI absent","spanish.enl","EndNote","50","500","17","Arregu√≠n-Cort√©s, Felipe IgnacioL√≥pez-P√©rez, MarioMarengo-Mogoll√≥n, Humberto","Flooding in a Context of Climate UncertainlyTecnolog√≠a y ciencias del agua","5-13","5",2016,"NA","NA","NA",NA,"Tecnolog√≠a y ciencias del agua","7",NA,"manual_download_spanish/106/2007-2422-tca-7-05-00005 (1).pdf"
"1227",0,"Felipe I. Arreguin, Victor H. Alcocer-Yamanaka, Dante S. Hernandez-Padron","Modeling of drinking water distribution networks using deterministic and stochastic approaches",2010,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,200,"8/10/2018","Journal article","",NA,NA,1,4,119,136,0,0,0,3,8,"spanish","in corpus","DOI absent","spanish.enl","EndNote","458","4580","17","Arreguin, Felipe I.Alcocer-Yamanaka, Victor H.Hernandez-Padron, Dante S.","Modeling of drinking water distribution networks using deterministic and stochastic approachesTECNOLOGIA Y CIENCIAS DEL AGUA","119-136","4",2010,"NA","NA","NA",NA,"TECNOLOGIA Y CIENCIAS DEL AGUA","1",NA,"manual_download_spanish/108/TCA_030.pdf"
"597",1,"F. ArreguÌn-CortÈs, M. LÛpez-PÈrez, H. Marengo-MogollÛn, C. Tejeda-Gonz·lez","Virtual water in Mexico [Agua virtual en MÈxico]",2007,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35748941230&partnerID=40&md5=f939a6d9361f897e2ae386b7d1011564",NA,597,"8/10/2018","Article","",NA,NA,22,4,121,132,1,0.09,0,4,11,"spanish","in corpus","DOI absent","spanish.enl","EndNote","991","9910","2","ArreguÌn-CortÈs, F.LÛpez-PÈrez, M.Marengo-MogollÛn, H.Tejeda-Gonz·lez, C.","Virtual water in Mexico [Agua virtual en MÈxico]","121-132","Query date: 2018-08-10",2007,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-35748941230&partnerID=40&md5=f939a6d9361f897e2ae386b7d1011564","22Cited By (since 2007): 1",NA,NA,NA,"manual_download_spanish/110/110.pdf"
"1183",0,"Felipe Arreguin-Cortes, Mario Lopez-Perez, Cesar Velazquez-Mireles, Raul Lopez-Corzo","Analysis of drought in the context of the 1944 International Water Treaty",2013,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,156,"8/10/2018","Journal article","",NA,NA,4,1,117,148,0,0,0,4,5,"spanish","in corpus","DOI absent","spanish.enl","EndNote","371","3710","17","Arreguin-Cortes, FelipeLopez-Perez, MarioVelazquez-Mireles, CesarLopez-Corzo, Raul","Analysis of drought in the context of the 1944 International Water TreatyTECNOLOGIA Y CIENCIAS DEL AGUA","117-148","1",2013,"NA","NA","NA",NA,"TECNOLOGIA Y CIENCIAS DEL AGUA","4",NA,"manual_download_spanish/111/v4n1a6.pdf"
"249",0,"F. ArreguÌn-CortÈs, M. LÛpez-PÈrez, C. Vel·zquez-Mireles, R. LÛpez-Corzo","Analysis of drought in the context of the 1944 International Water Treaty [An·lisis de sequÌas en el marco del Tratado Sobre aguas Internacionales de 1944]",2013,"Tecnologia y Ciencias del Agua",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897396962&partnerID=40&md5=e05188fe3cc99c8592a630cbe4e40945",NA,249,"8/10/2018","Article","",NA,NA,4,1,117,148,0,0,0,4,5,"spanish","in corpus","DOI absent","spanish.enl","EndNote","556","5560","2","ArreguÌn-CortÈs, F.LÛpez-PÈrez, M.Vel·zquez-Mireles, C.LÛpez-Corzo, R.","Analysis of drought in the context of the 1944 International Water Treaty [An·lisis de sequÌas en el marco del Tratado Sobre aguas Internacionales de 1944]","117-148","Query date: 2018-08-10",2013,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897396962&partnerID=40&md5=e05188fe3cc99c8592a630cbe4e40945","4",NA,NA,NA,"manual_download_spanish/112/v4n1a6.pdf"
"1082",0,"Felipe I. Arreguin-Cortes, Mario Lopez-Perez, Humberto Marengo-Mogollon","Flooding in a Context of Climate Uncertainty",2016,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,55,"8/10/2018","Journal article","",NA,NA,7,5,5,14,0,0,0,3,2,"spanish","in corpus","DOI absent","spanish.enl","EndNote","144","1440","17","Arreguin-Cortes, Felipe I.Lopez-Perez, MarioMarengo-Mogollon, Humberto","Flooding in a Context of Climate UncertaintyTECNOLOGIA Y CIENCIAS DEL AGUA","5-14","5",2016,"NA","NA","NA",NA,"TECNOLOGIA Y CIENCIAS DEL AGUA","7",NA,"manual_download_spanish/113/2007-2422-tca-7-05-00005.pdf"
"1083",0,"Felipe I. Arreguin-Cortes, Mario Lopez-Perez, David Ortega-Gaucin, Oscar Ibanez-Hernandez","Public Policy against Drought in Mexico: Progress, Needs and Perspectives",2016,"TECNOLOGIA Y CIENCIAS DEL AGUA",NA,NA,NA,56,"8/10/2018","Journal article","",NA,NA,7,5,63,76,0,0,0,4,2,"spanish","in corpus","DOI absent","spanish.enl","EndNote","146","1460","17","Arreguin-Cortes, Felipe I.Lopez-Perez, MarioOrtega-Gaucin, DavidIbanez-Hernandez, Oscar","Public Policy against Drought in Mexico: Progress, Needs and PerspectivesTECNOLOGIA Y CIENCIAS DEL AGUA","63-76","5",2016,"NA","NA","NA",NA,"TECNOLOGIA Y CIENCIAS DEL AGUA","7",NA,"manual_download_spanish/114/2007-2422-tca-7-05-00063.pdf"
"737",1,"F.I. Arreg˙n-CortÈs, V.H. Alcocer-Yamanaka","Systemic modeling of the efficient use of water [ModelacioÌn sistÈmica del uso eficiente del agua]",2004,"Ingenieria Hidraulica en Mexico",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4344559580&partnerID=40&md5=8fbdf351f6c589c5c370044c5e064500",NA,737,"8/10/2018","Article","",NA,NA,19,3,83,102,1,0.07,1,2,14,"spanish","in corpus","DOI absent","spanish.enl","EndNote","1131","11310","2","Arreg˙n-CortÈs, F. I.Alcocer-Yamanaka, V. H.","Systemic modeling of the efficient use of water [ModelacioÌn sistÈmica del uso eficiente del agua]","83-102","Query date: 2018-08-10",2004,"NA","NA","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4344559580&partnerID=40&md5=8fbdf351f6c589c5c370044c5e064500","19Cited By (since 2004): 1",NA,NA,NA,"manual_download_spanish/115/115.pdf"
"1262",0,"Ramon Arteaga-Ramirez, Mario Alberto Vazquez-Pena, Vicente Angeles-Montiel, Jorge Luis Martinez-Fonseca","Sowing season with greater probability of success in the eastern part of Aguascalientes, Mexico",2007,"INGENIERIA HIDRAULICA EN MEXICO",NA,NA,NA,235,"8/10/2018","Journal article","",NA,NA,22,4,47,60,0,0,0,4,11,"spanish","in corpus","DOI absent","spanish.enl","EndNote","528","5280","17","Arteaga-Ramirez, RamonVazquez-Pena, Mario AlbertoAngeles-Montiel, VicenteMartinez-Fonseca, Jorge Luis","Sowing season with greater probability of success in the eastern part of Aguascalientes, MexicoINGENIERIA HIDRAULICA EN MEXICO","47-60","4",2007,"NA","NA","NA",NA,"INGENIERIA HIDRAULICA EN MEXICO","22",NA,"manual_download_spanish/118/art_2007_04_04.pdf"
"1384",0,"Jos√© Luis Arum√≠, Ricardo Oyarz√∫n, Enrique Mu√±oz, Diego Rivera, Evelyn Aguirre","Characterization of Two Spring Clusters at the Diguill√≠n River, Chile",2014,"Tecnolog√≠a y ciencias del agua",NA,NA,NA,55,"8/10/2018","Journal article","",NA,NA,5,6,151,158,0,0,0,5,4,"spanish","in corpus","DOI absent","spanish.enl","EndNote","142","1420","17","Arum√≠, Jos√© LuisOyarz√∫n, RicardoMu√±oz, EnriqueRivera, DiegoAguirre, Evelyn","Characterization of Two Spring Clusters at the Diguill√≠n River, ChileTecnolog√≠a y ciencias del agua","151-158","6",2014,"NA","NA","NA",NA,"Tecnolog√≠a y ciencias del agua","5",NA,"manual_download_spanish/121/v5n6a10.pdf"
